event,session,car,driver,lap,kph,parse_error,vehicle,report_type,round,source_file,extracted_at
TAS,R15,31,Jayden Ojeda,27,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,28,249,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,29,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,30,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,31,249,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,32,247,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,33,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,34,249,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,35,250,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,36,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,37,253,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,38,254,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,39,254,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,40,250,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,41,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,42,252,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,43,255,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,44,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,45,254,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,46,253,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,47,252,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,48,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,49,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,31,Jayden Ojeda,50,251,FALSE,Chevrolet,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,1,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,2,247,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,3,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,4,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,5,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,6,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,7,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,8,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,9,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,10,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,11,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,12,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,13,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,14,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,15,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,16,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,17,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,18,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,19,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,20,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,21,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,22,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,23,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,24,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,25,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,26,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,27,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,28,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,29,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,30,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,31,245,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,32,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,33,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,34,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,35,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,36,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,37,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,38,253,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,39,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,40,255,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,41,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,42,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,43,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,44,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,45,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,46,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,47,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,48,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,49,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,38,Rylan Gray,50,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,1,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,2,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,3,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,4,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,5,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,6,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,7,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,8,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,9,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,10,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,11,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,12,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,13,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,14,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,15,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,16,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,17,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,18,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,19,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,20,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,21,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,22,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,23,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,24,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,25,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,26,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,27,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,28,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,29,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,30,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,31,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,32,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,33,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,34,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,35,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,36,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,37,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,38,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,39,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,40,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,41,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,42,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,43,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,44,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,45,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,46,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,47,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,48,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,49,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,55,Thomas Randle,50,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,1,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,2,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,3,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,4,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,5,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,6,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,7,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,8,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,9,250,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,10,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,11,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,12,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,13,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,14,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,15,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,16,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,17,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,18,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,19,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,20,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,21,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,22,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,23,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,24,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,25,254,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,26,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,27,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,28,251,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,29,246,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,30,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,31,252,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,32,255,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,33,253,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,34,253,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,35,246,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,36,248,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,37,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
TAS,R15,88,Broc Feeney,38,249,FALSE,Ford,top_speed,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Race 15.pdf,26/05/2026 8:36
