event,session,car,driver,lap,kph,parse_error,vehicle,report_type,round,source_file,extracted_at
DAR,E06DAR_RACE_R18,96,Macauley Jones,9,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,10,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,11,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,12,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,13,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,14,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,15,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,16,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,17,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,18,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,19,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,20,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,21,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,22,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,23,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,24,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,25,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,26,174,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,27,257,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,28,259,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,29,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,30,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,31,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,32,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,33,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,34,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,35,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,36,265,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,37,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,38,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,39,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,40,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,41,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,42,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,43,176,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,44,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,45,259,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,46,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,47,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,48,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,49,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,50,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,51,256,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,52,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,53,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,54,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,55,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,56,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,57,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,58,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,59,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,60,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,61,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,62,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,63,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,64,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,65,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,66,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,67,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,68,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,69,246,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,96,Macauley Jones,70,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,1,213,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,2,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,3,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,4,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,5,265,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,6,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,7,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,8,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,9,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,10,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,11,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,12,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,13,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,14,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,15,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,16,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,17,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,18,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,19,176,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,20,258,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,21,258,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,22,259,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,23,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,24,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,25,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,26,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,27,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,28,265,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,29,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,30,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,31,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,32,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,33,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,34,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,35,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,36,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,37,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,38,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,39,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,40,266,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,41,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,42,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,43,176,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,44,259,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,45,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,46,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,47,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,48,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,49,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,50,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,51,253,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,52,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,53,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
DAR,E06DAR_RACE_R18,99,Cooper Murray,54,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Race_R18.pdf,21/06/2026 16:40
